R,G,B,Is Plant
143,76,116,False
148,212,228,False
66,235,67,True
142,103,120,False
17,58,34,True
66,167,152,True
112,6,191,False
178,201,135,True
126,20,196,False
218,24,165,False
88,136,249,False
99,251,84,True
74,15,56,False
126,209,139,True
122,58,138,False
138,206,97,True
167,1,94,False
14,143,169,False
52,218,2,True
13,156,128,True
60,24,114,False
239,207,238,False
158,237,189,True
54,109,199,False
44,66,161,False
164,216,148,True
181,21,93,False
245,203,235,False
103,56,251,False
103,56,5,False
16,149,50,True
65,147,79,True
204,147,35,False
230,202,129,False
145,24,243,False
170,136,225,False
152,96,162,False
239,38,233,False
115,236,198,True
192,77,236,False
31,67,75,False
233,168,152,False
222,69,204,False
221,100,254,False
216,120,75,False
63,22,253,False
159,249,97,True
12,70,166,False
207,235,203,True
246,183,59,False
233,91,160,False
82,167,246,False
199,91,60,False
25,227,163,True
165,117,38,False
208,67,36,False
192,136,59,False
196,126,43,False
8,240,23,True
142,215,109,True
160,189,133,True
222,154,168,False
232,232,229,False
90,249,32,True
15,208,80,True
5,85,62,True
215,109,48,False
0,79,26,True
191,137,49,False
14,57,111,False
76,7,154,False
147,205,94,True
17,199,99,True
169,199,124,True
134,143,139,True
34,197,95,True
132,20,178,False
8,76,142,False
150,127,101,False
58,193,101,True
204,35,208,False
9,81,192,False
221,181,190,False
123,21,140,False
164,105,174,False
198,125,62,False
6,140,70,True
100,69,8,False
101,233,106,True
194,49,5,False
200,32,23,False
4,241,248,False
38,158,185,False
18,158,48,True
143,166,206,False
85,94,67,True
7,158,251,False
110,101,40,True
226,190,62,False
191,114,145,False
99,26,152,False
17,252,137,True
59,155,228,False
197,166,74,False
74,11,173,False
241,206,2,False
57,227,180,True
237,185,99,False
149,233,211,True
110,93,158,False
244,165,201,False
202,49,242,False
132,143,241,False
237,57,71,False
57,160,140,True
144,14,45,False
246,158,149,False
240,87,254,False
248,115,198,False
16,254,50,True
105,198,231,False
68,177,5,True
101,171,213,False
144,50,48,False
140,230,22,True
169,146,166,False
221,1,113,False
88,64,33,False
246,137,33,False
46,159,0,True
231,80,74,False
209,212,180,True
193,242,106,True
223,204,28,False
168,42,174,False
172,219,52,True
123,142,169,False
205,164,235,False
158,17,251,False
199,42,192,False
47,0,59,False
48,74,171,False
249,125,157,False
130,171,15,True
134,223,203,True
5,160,200,False
91,31,162,False
154,120,159,False
207,85,133,False
84,132,189,False
153,33,187,False
4,176,111,True
149,252,18,True
150,233,146,True
231,31,240,False
17,33,141,False
87,72,6,False
108,44,239,False
191,52,210,False
214,74,163,False
225,4,161,False
95,74,67,False
203,5,238,False
195,186,188,False
221,214,81,False
32,0,14,False
231,92,188,False
36,233,57,True
39,244,148,True
71,238,75,True
95,98,69,True
137,14,198,False
235,243,33,True
48,167,1,True
50,161,203,False
206,45,225,False
115,54,163,False
13,169,22,True
67,92,7,True
160,253,169,True
63,234,232,True
1,144,53,True
233,194,139,False
244,144,22,False
213,47,48,False
241,64,124,False
171,18,57,False
91,34,237,False
221,107,8,False
50,84,250,False
126,116,161,False
115,209,128,True
4,183,152,True
144,118,116,False
11,197,242,False
156,126,201,False
163,20,62,False
19,249,198,True
85,15,6,False
91,178,65,True
209,192,191,False
230,85,234,False
67,152,80,True
207,99,155,False
109,36,211,False
10,239,46,True
191,0,74,False
191,219,140,True
11,148,177,False
50,143,124,True
150,43,98,False
64,131,176,False
65,83,219,False
162,50,135,False
36,120,46,True
253,2,235,False
225,91,33,False
134,125,32,False
147,150,167,False
168,36,225,False
190,219,31,True
15,22,183,False
190,45,236,False
216,105,116,False
37,61,167,False
149,189,208,False
172,59,137,False
42,126,36,True
10,64,144,False
175,203,160,True
206,59,254,False
227,172,204,False
168,4,98,False
14,252,38,True
38,161,220,False
167,29,117,False
117,254,85,True
51,174,1,True
22,51,40,True
193,30,223,False
126,238,183,True
240,185,159,False
134,166,132,True
211,159,191,False
68,61,88,False
28,63,225,False
11,188,248,False
199,24,99,False
111,35,71,False
48,248,83,True
93,191,28,True
228,202,127,False
41,35,150,False
227,235,113,True
32,144,121,True
30,221,84,True
188,231,15,True
20,212,15,True
158,57,154,False
231,30,112,False
110,7,60,False
110,10,237,False
197,27,107,False
188,251,225,True
134,37,128,False
123,226,16,True
0,143,230,False
132,0,113,False
211,158,85,False
202,22,205,False
251,178,245,False
231,19,147,False
170,33,182,False
210,169,228,False
251,71,229,False
29,36,244,False
122,17,207,False
233,176,5,False
116,208,8,True
8,183,18,True
90,0,139,False
17,84,33,True
45,190,177,True
106,193,6,True
188,35,185,False
98,231,156,True
213,135,199,False
169,13,123,False
175,75,4,False
40,183,164,True
95,52,118,False
37,80,63,True
108,208,167,True
142,232,127,True
21,78,114,False
239,206,27,False
202,169,176,False
85,201,63,True
221,194,72,False
235,157,16,False
59,153,134,True
62,245,190,True
158,206,159,True
53,86,212,False
223,57,124,False
83,129,247,False
156,96,140,False
95,7,183,False
226,62,64,False
199,103,63,False
228,212,128,False
125,112,112,False
146,93,227,False
124,167,163,True
102,181,37,True
14,166,6,True
71,215,92,True
234,219,195,False
153,7,136,False
204,237,200,True
59,190,144,True
211,74,47,False
74,130,119,True
1,10,188,False
25,171,177,False
113,104,58,True
200,255,166,True
240,164,248,False
127,48,45,False
22,90,245,False
217,188,99,False
12,31,91,False
70,219,64,True
98,223,24,True
218,19,15,False
151,157,28,True
249,72,62,False
81,97,115,False
93,130,143,False
227,134,122,False
41,142,52,True
214,83,136,False
165,217,115,True
106,111,45,True
41,111,245,False
34,252,46,True
75,170,94,True
208,143,207,False
147,149,216,False
226,201,255,False
152,230,235,False
166,214,103,True
149,46,186,False
55,108,70,True
149,25,210,False
52,53,230,False
51,150,117,True
100,42,160,False
236,248,198,True
172,189,31,True
90,22,5,False
165,237,12,True
155,187,28,True
157,32,214,False
203,254,31,True
128,38,52,False
169,70,31,False
177,106,132,False
68,219,15,True
223,12,64,False
136,226,188,True
109,177,114,True
211,61,233,False
27,133,184,False
42,34,240,False
85,176,15,True
165,93,76,False
172,51,89,False
47,114,71,True
17,125,151,False
162,40,45,False
145,118,134,False
182,178,1,False
111,81,90,False
102,208,69,True
104,29,91,False
111,18,62,False
75,250,61,True
162,202,156,True
220,101,174,False
15,25,54,False
33,182,154,True
52,249,159,True
170,151,151,False
118,34,70,False
198,105,214,False
96,78,66,False
81,67,53,False
162,252,74,True
195,74,25,False
224,208,198,False
206,90,139,False
225,170,211,False
188,52,24,False
218,156,46,False
127,14,115,False
117,168,34,True
68,141,21,True
15,153,31,True
52,201,186,True
13,168,194,False
183,144,177,False
11,95,114,False
18,244,134,True
34,48,126,False
63,110,197,False
213,255,149,True
61,140,108,True
228,173,32,False
84,55,230,False
27,101,15,True
113,187,29,True
9,104,246,False
4,238,104,True
103,43,43,False
108,135,51,True
61,20,110,False
234,174,48,False
72,175,129,True
126,126,10,True
73,108,224,False
250,88,200,False
179,57,34,False
238,155,151,False
129,14,165,False
247,255,236,True
164,138,203,False
69,168,39,True
135,9,228,False
69,27,141,False
81,80,204,False
247,170,209,False
239,43,136,False
216,240,55,True
206,88,106,False
77,250,6,True
139,119,168,False
142,77,56,False
125,31,36,False
106,161,236,False
13,123,200,False
18,27,1,True
45,160,137,True
14,130,55,True
221,246,238,True
181,166,100,False
114,81,75,False
39,239,28,True
52,109,163,False
229,111,169,False
221,53,95,False
177,62,67,False
158,93,156,False
238,225,41,False
32,176,250,False
236,5,31,False
143,91,169,False
236,44,250,False
21,14,61,False
3,180,165,True
44,107,211,False
251,251,249,False
194,101,75,False
207,211,196,True
99,20,164,False
166,73,232,False
218,122,13,False
202,92,148,False
208,65,107,False
223,240,239,True
248,152,50,False
11,155,219,False
227,157,228,False
174,172,221,False
61,251,155,True
193,1,229,False
53,200,75,True
173,229,9,True
102,22,201,False
157,6,193,False
68,191,134,True
72,168,42,True
175,29,233,False
49,33,105,False
122,244,115,True
147,37,82,False
76,130,0,True
242,166,44,False
2,192,204,False
59,39,174,False
78,71,112,False
250,95,157,False
234,28,1,False
48,33,175,False
81,140,132,True
133,92,221,False
131,64,48,False
133,127,2,False
199,215,152,True
9,48,225,False
161,119,149,False
72,82,182,False
206,212,209,True
62,16,21,False
12,93,167,False
107,129,11,True
229,96,178,False
209,111,129,False
98,236,227,True
130,158,229,False
48,87,41,True
153,103,214,False
111,58,29,False
25,65,161,False
45,13,11,False
41,29,160,False
8,73,189,False
253,213,161,False
155,1,237,False
139,61,7,False
68,73,241,False
133,191,107,True
171,127,139,False
240,57,233,False
49,8,115,False
32,144,45,True
166,23,109,False
123,51,24,False
124,121,29,True
244,20,226,False
61,217,57,True
145,239,210,True
48,199,139,True
78,126,111,True
13,106,50,True
178,245,173,True
229,6,213,False
44,119,19,True
11,160,239,False
24,201,18,True
92,61,20,False
106,168,103,True
191,86,214,False
145,64,227,False
65,85,66,True
236,46,40,False
74,167,223,False
206,120,59,False
145,214,231,False
90,153,39,True
97,120,224,False
230,75,80,False
18,142,239,False
119,82,136,False
204,14,67,False
3,202,7,True
247,45,126,False
33,215,242,False
244,15,138,False
171,72,28,False
141,113,173,False
253,153,251,False
137,114,245,False
32,35,108,False
136,226,231,False
87,187,202,False
196,105,120,False
225,136,243,False
206,137,234,False
94,167,75,True
71,12,216,False
148,196,248,False
147,230,133,True
211,178,58,False
177,194,237,False
7,100,27,True
254,105,134,False
46,134,37,True
239,128,186,False
120,72,208,False
147,235,117,True
161,227,61,True
208,28,211,False
86,125,83,True
203,35,153,False
179,245,123,True
131,230,79,True
24,231,88,True
205,4,167,False
27,47,47,False
181,218,45,True
141,41,156,False
26,216,117,True
86,63,252,False
144,22,48,False
54,234,111,True
71,102,36,True
68,77,45,True
44,159,179,False
171,189,56,True
2,198,17,True
106,62,9,False
187,198,92,True
236,15,73,False
37,99,48,True
156,4,161,False
233,238,196,True
146,20,161,False
57,15,69,False
54,40,202,False
7,121,68,True
88,36,22,False
43,255,217,True
55,193,63,True
62,25,131,False
65,162,43,True
18,44,190,False
50,38,175,False
84,190,95,True
122,124,220,False
3,172,168,True
55,43,209,False
91,247,16,True
252,88,172,False
117,84,79,False
31,185,156,True
90,125,120,True
165,254,155,True
56,223,7,True
166,228,119,True
151,149,88,False
26,15,195,False
251,36,206,False
95,244,171,True
3,215,104,True
66,129,181,False
0,31,226,False
231,187,11,False
226,224,101,False
231,46,2,False
15,191,19,True
232,61,224,False
245,157,73,False
208,231,159,True
208,88,138,False
33,85,150,False
21,215,252,False
25,112,168,False
26,20,138,False
65,175,118,True
214,142,229,False
105,46,204,False
186,145,176,False
114,128,149,False
146,96,62,False
75,254,116,True
81,230,45,True
225,151,153,False
162,251,160,True
123,8,157,False
144,175,92,True
132,59,183,False
132,44,185,False
96,160,93,True
182,121,6,False
151,223,219,True
248,246,183,False
122,144,247,False
218,65,67,False
52,44,220,False
119,112,180,False
161,224,50,True
27,21,226,False
244,206,155,False
73,94,194,False
253,42,141,False
55,72,61,True
247,37,146,False
165,198,103,True
86,97,195,False
183,238,252,False
115,208,152,True
68,226,88,True
8,142,226,False
199,141,206,False
236,254,195,True
223,194,11,False
134,200,142,True
53,155,66,True
235,139,122,False
93,139,196,False
158,182,107,True
118,142,92,True
76,166,192,False
90,63,122,False
150,226,42,True
161,103,129,False
232,32,137,False
51,245,32,True
160,166,94,True
101,231,87,True
35,164,0,True
57,138,60,True
250,245,96,False
121,69,185,False
137,82,194,False
97,87,60,False
138,53,200,False
223,180,101,False
75,158,83,True
69,102,137,False
166,5,10,False
133,221,195,True
137,60,250,False
199,27,134,False
37,240,95,True
19,33,220,False
50,61,154,False
175,79,17,False
195,188,72,False
67,239,246,False
176,210,96,True
105,233,16,True
135,141,202,False
3,231,244,False
226,199,155,False
50,125,47,True
98,152,149,True
111,126,95,True
176,164,160,False
205,30,103,False
113,133,117,True
229,169,58,False
55,223,163,True
199,247,5,True
160,154,2,False
137,19,249,False
46,127,10,True
238,99,226,False
206,195,95,False
27,246,196,True
68,36,140,False
180,221,112,True
48,220,87,True
174,99,250,False
235,255,30,True
207,240,181,True
110,39,195,False
104,105,72,True
147,191,0,True
154,126,104,False
8,153,104,True
147,182,56,True
115,207,145,True
108,207,232,False
132,126,69,False
33,252,108,True
177,104,169,False
235,112,229,False
50,249,8,True
91,64,95,False
97,161,173,False
203,47,113,False
201,245,156,True
50,71,201,False
205,214,22,True
10,22,57,False
195,207,169,True
26,198,179,True
84,20,181,False
109,55,178,False
155,246,56,True
89,112,91,True
18,21,233,False
167,44,228,False
32,2,221,False
248,222,84,False
177,200,22,True
199,33,187,False
153,223,238,False
104,49,23,False
244,33,243,False
180,91,104,False
242,106,229,False
128,216,206,True
110,145,125,True
45,108,122,False
185,4,77,False
121,58,186,False
83,126,78,True
166,194,156,True
11,200,206,False
169,209,7,True
71,227,72,True
212,212,141,False
200,10,59,False
213,208,14,False
2,189,255,False
212,88,72,False
233,169,233,False
215,134,134,False
103,236,7,True
192,124,49,False
162,236,205,True
104,241,106,True
198,101,239,False
222,88,207,False
49,85,1,True
49,206,121,True
108,179,189,False
223,176,133,False
85,217,78,True
220,147,150,False
231,118,7,False
200,108,155,False
91,18,46,False
127,103,96,False
0,117,160,False
137,132,89,False
59,136,6,True
185,197,14,True
212,113,186,False
40,188,20,True
229,197,32,False
76,235,133,True
200,79,37,False
9,150,28,True
119,192,145,True
80,211,217,False
115,105,149,False
176,13,141,False
32,154,107,True
54,246,247,False
55,85,87,False
133,153,129,True
201,115,121,False
139,24,184,False
62,151,103,True
68,193,187,True
37,53,97,False
75,220,25,True
118,192,151,True
153,156,110,True
174,216,210,True
66,2,238,False
7,127,249,False
74,140,147,False
114,129,54,True
47,141,1,True
147,44,46,False
160,29,208,False
141,179,180,False
186,233,17,True
109,123,59,True
136,71,90,False
49,208,112,True
184,211,141,True
183,96,1,False
198,133,62,False
195,23,49,False
128,141,121,True
44,212,69,True
214,49,154,False
148,151,210,False
194,98,187,False
195,14,200,False
120,37,53,False
255,189,220,False
208,80,147,False
63,102,143,False
83,248,20,True
192,6,155,False
46,226,16,True
223,5,229,False
26,227,164,True
70,85,132,False
116,117,172,False
239,181,84,False
64,235,119,True
63,136,54,True
65,120,189,False
42,217,44,True
167,58,216,False
145,218,154,True
184,240,127,True
148,7,18,False
50,53,165,False
110,40,24,False
244,214,140,False
32,165,94,True
121,115,185,False
253,78,61,False
225,92,83,False
99,142,221,False
145,92,89,False
247,43,146,False
21,29,130,False
19,58,201,False
63,203,62,True
175,46,9,False
167,88,158,False
35,164,4,True
125,3,48,False
194,5,227,False
243,123,210,False
131,209,59,True
135,15,46,False
190,35,244,False
211,212,20,True
164,63,164,False
153,156,142,True
136,230,143,True
31,182,251,False
10,149,190,False
16,114,193,False
44,35,107,False
247,211,168,False
104,119,61,True
88,130,89,True
123,45,101,False
22,250,117,True
32,80,93,False
153,128,71,False
98,188,113,True
39,180,18,True
83,29,208,False
119,58,12,False
195,109,68,False
37,224,89,True
204,80,34,False
24,131,124,True
211,51,254,False
196,9,60,False
63,213,226,False
47,3,68,False
2,185,219,False
224,96,224,False
130,151,150,True
51,202,51,True
92,198,162,True
234,218,229,False
23,28,102,False
145,183,218,False
34,16,37,False
161,112,44,False
233,166,139,False
185,191,99,True
150,110,116,False
212,36,246,False
220,106,142,False
51,44,168,False
153,118,120,False
169,199,227,False
68,98,254,False
44,134,14,True
212,137,71,False
243,126,138,False
158,122,77,False
66,235,164,True
186,154,73,False
49,11,233,False
84,134,176,False
197,4,51,False
247,48,93,False
174,54,98,False
15,119,172,False
246,82,29,False
225,121,138,False
54,71,125,False
237,134,143,False
166,154,183,False
14,185,231,False
196,104,36,False
37,142,118,True
149,59,129,False
154,187,111,True
209,181,205,False
21,131,14,True
133,64,71,False
105,10,233,False
28,88,248,False
165,250,93,True
23,250,137,True
114,129,59,True
126,237,248,False
30,238,16,True
35,167,231,False
147,66,167,False
163,50,165,False
205,212,166,True
98,151,130,True
221,153,13,False
12,2,181,False
235,42,65,False
25,211,133,True
207,20,20,False
57,31,83,False
250,167,185,False
252,197,115,False
204,225,221,True
49,157,112,True
212,121,183,False
40,91,191,False
174,179,45,True
32,171,136,True
214,32,58,False
151,40,80,False
104,169,211,False
31,137,202,False
160,71,156,False
205,208,94,True
252,110,228,False
76,224,2,True
121,202,135,True
6,145,5,True
84,163,81,True
143,51,136,False
19,1,240,False
249,205,215,False
187,185,246,False
111,65,145,False
152,120,9,False
178,160,89,False
249,233,214,False
29,169,63,True
255,203,249,False
150,120,129,False
220,238,120,True
250,126,14,False
23,242,237,True
172,27,181,False
129,233,174,True
196,142,212,False
206,88,66,False
110,233,120,True
143,204,50,True
166,79,187,False
254,181,85,False
156,203,34,True
249,62,114,False
237,93,131,False
54,242,115,True
187,24,106,False
145,194,192,True
249,247,117,False
39,114,53,True
59,37,249,False
149,176,97,True
22,76,93,False
211,12,37,False
149,227,241,False
7,20,220,False
219,116,247,False
89,43,58,False
127,119,255,False
155,199,2,True
178,60,253,False
142,163,0,True
141,253,182,True
82,172,252,False
231,33,13,False
85,158,166,False
142,232,2,True
67,135,22,True
74,45,74,False
64,140,162,False
176,223,87,True
56,246,40,True
195,217,12,True
5,77,62,True
54,60,165,False
73,136,71,True
110,131,124,True
158,133,25,False
134,216,139,True
50,177,152,True
41,133,139,False
48,16,196,False
212,48,254,False
65,57,104,False
81,163,145,True
252,206,76,False
104,199,138,True
170,77,42,False
199,234,218,True
12,224,16,True
203,252,19,True
206,201,121,False
38,14,181,False
190,45,169,False
2,25,108,False
243,187,163,False
12,158,206,False
185,234,100,True
223,86,115,False
101,96,148,False
212,109,94,False
247,187,161,False
61,81,9,True
32,207,49,True
250,61,92,False
5,32,214,False
194,141,35,False
155,107,141,False
5,107,246,False
74,77,183,False
31,18,15,False
39,21,250,False
166,213,191,True
191,111,132,False
130,101,147,False
41,108,4,True
253,129,74,False
227,69,253,False
226,251,53,True
251,255,161,True
15,94,78,True
8,127,5,True
199,188,24,False
179,16,250,False
138,50,44,False
230,252,79,True
103,78,109,False
114,148,80,True
164,13,212,False
85,131,122,True
121,73,240,False
190,235,90,True
37,182,68,True
65,139,243,False
192,34,52,False
194,223,121,True
48,118,54,True
10,96,206,False
155,56,74,False
78,44,29,False
253,105,81,False
246,151,237,False
35,35,208,False
120,201,10,True
116,192,27,True
144,223,157,True
3,126,183,False
100,116,185,False
132,58,28,False
252,198,225,False
198,184,17,False
132,203,172,True
110,134,38,True
52,51,208,False
192,213,57,True
152,73,110,False
137,177,160,True
52,163,64,True
53,57,170,False
59,100,4,True
118,41,146,False
216,105,236,False
71,163,200,False
197,31,60,False
159,23,237,False
152,145,107,False
158,175,103,True
185,220,5,True
198,144,246,False
252,219,59,False
106,101,192,False
249,225,195,False
5,186,106,True
127,190,233,False
143,172,51,True
8,104,34,True
54,125,126,False
143,177,224,False
212,192,108,False
45,58,10,True
162,58,151,False
100,121,212,False
59,190,192,False
49,8,4,False
207,218,88,True
177,236,14,True
19,208,113,True
205,213,86,True
219,38,130,False
99,122,159,False
29,113,155,False
160,99,108,False
30,66,56,True
198,26,53,False
244,233,244,False
84,178,162,True
154,30,114,False
47,217,76,True
92,206,123,True
126,61,13,False
186,230,227,True
61,29,209,False
213,73,37,False
126,252,168,True
234,26,177,False
25,224,66,True
242,210,146,False
137,194,96,True
47,167,25,True
205,143,158,False
242,246,86,True
63,235,186,True
9,91,112,False
46,70,71,False
99,78,197,False
92,110,195,False
3,22,106,False
157,92,147,False
157,194,19,True
168,189,186,True
220,210,118,False
65,121,191,False
221,78,66,False
53,190,172,True
138,33,81,False
13,172,220,False
115,203,16,True
104,182,136,True
77,148,40,True
29,58,215,False
120,129,225,False
136,215,217,False
72,55,215,False
94,79,208,False
30,250,20,True
86,220,59,True
137,119,255,False
243,85,40,False
235,218,107,False
35,37,83,False
219,5,0,False
243,53,243,False
37,69,66,True
210,207,130,False
70,97,25,True
225,48,101,False
96,165,74,True
62,225,133,True
161,213,194,True
7,6,213,False
39,59,190,False
140,70,154,False
108,29,144,False
18,241,19,True
217,18,224,False
168,86,98,False
108,227,137,True
39,216,20,True
141,231,110,True
96,231,50,True
252,119,69,False
73,203,70,True
88,221,179,True
6,64,67,False
169,180,6,True
228,48,92,False
222,108,9,False
32,193,202,False
158,233,41,True
88,48,123,False
208,229,11,True
119,10,198,False
147,148,169,False
97,27,7,False
197,190,34,False
39,170,120,True
50,233,59,True
254,125,68,False
82,179,144,True
59,203,46,True
87,61,201,False
228,214,201,False
24,152,140,True
137,10,62,False
76,234,119,True
35,126,214,False
84,73,155,False
37,116,18,True
227,50,114,False
160,113,252,False
137,62,17,False
184,61,166,False
249,218,136,False
103,41,51,False
117,181,183,False
226,86,16,False
178,142,199,False
139,183,137,True
78,32,37,False
205,153,163,False
156,200,56,True
58,235,105,True
44,102,118,False
137,30,33,False
61,122,6,True
201,247,87,True
16,157,86,True
163,66,243,False
129,48,46,False
139,185,23,True
11,90,188,False
35,6,75,False
22,61,96,False
189,202,246,False
90,144,214,False
70,2,20,False
72,101,60,True
86,203,0,True
13,107,224,False
65,73,221,False
253,220,203,False
234,237,55,True
23,222,208,True
0,135,60,True
244,196,46,False
75,204,166,True
132,65,160,False
123,68,235,False
156,113,244,False
189,98,144,False
236,232,83,False
230,90,175,False
106,249,160,True
6,178,179,False
238,206,112,False
79,176,205,False
74,33,141,False
92,43,113,False
120,158,53,True
16,21,235,False
0,248,119,True
242,178,48,False
72,54,120,False
107,13,83,False
168,127,175,False
128,3,158,False
132,32,27,False
198,63,254,False
31,140,171,False
36,21,233,False
209,172,13,False
201,20,168,False
219,197,212,False
116,250,139,True
92,163,175,False
221,185,17,False
229,114,27,False
155,153,199,False
91,205,61,True
104,130,50,True
141,170,193,False
190,163,212,False
104,23,141,False
223,220,46,False
77,4,171,False
13,248,249,False
245,202,22,False
123,158,227,False
115,164,116,True
101,14,41,False
20,145,212,False
46,200,148,True
150,48,126,False
148,234,227,True
29,115,161,False
205,144,252,False
142,11,55,False
127,40,83,False
253,139,9,False
66,102,13,True
39,77,239,False
98,205,88,True
97,123,19,True
101,21,121,False
92,55,131,False
10,141,112,True
19,25,20,True
186,49,61,False
156,11,12,False
140,236,236,False
115,121,137,False
39,92,81,True
245,188,240,False
37,25,86,False
74,213,27,True
184,144,119,False
147,218,198,True
97,175,177,False
236,12,50,False
37,102,12,True
203,103,110,False
251,50,127,False
190,156,127,False
53,15,119,False
248,143,164,False
153,54,239,False
168,34,23,False
12,88,49,True
200,70,56,False
84,208,48,True
244,232,108,False
16,197,95,True
117,98,99,False
203,94,71,False
1,2,41,False
7,48,19,True
93,181,139,True
56,192,211,False
172,152,117,False
192,27,11,False
102,248,35,True
11,198,172,True
235,143,100,False
141,91,220,False
205,19,62,False
36,8,51,False
34,84,114,False
217,114,161,False
3,220,164,True
201,75,53,False
181,227,141,True
121,40,25,False
60,47,157,False
253,101,118,False
101,36,150,False
174,237,248,False
160,12,254,False
233,25,158,False
233,76,109,False
231,78,179,False
176,47,37,False
44,116,86,True
27,178,110,True
158,103,251,False
76,210,101,True
174,167,79,False
203,64,203,False
30,102,86,True
179,174,89,False
96,6,57,False
118,216,7,True
93,156,245,False
10,200,16,True
109,244,71,True
163,27,193,False
111,136,17,True
203,211,220,False
40,223,92,True
15,24,139,False
101,124,113,True
49,144,162,False
56,42,235,False
253,241,88,False
124,105,250,False
104,103,227,False
65,173,84,True
100,144,246,False
145,244,53,True
125,64,185,False
123,186,28,True
212,108,228,False
78,42,69,False
253,193,52,False
109,136,247,False
175,156,88,False
133,164,225,False
32,48,18,True
157,114,165,False
145,51,6,False
16,159,244,False
175,201,233,False
205,107,143,False
77,57,205,False
56,82,137,False
79,250,27,True
150,5,92,False
201,124,223,False
253,220,180,False
231,177,141,False
55,204,49,True
21,61,38,True
54,73,227,False
226,23,114,False
175,213,136,True
208,234,28,True
79,63,125,False
67,103,53,True
189,150,103,False
190,163,37,False
171,152,18,False
178,224,91,True
9,120,17,True
140,17,4,False
92,249,253,False
142,4,31,False
248,100,37,False
65,253,139,True
151,128,9,False
106,130,232,False
164,170,164,True
7,241,247,False
185,250,166,True
186,0,89,False
235,59,40,False
77,216,94,True
41,225,25,True
17,148,197,False
75,174,43,True
254,164,215,False
134,79,222,False
92,147,217,False
168,174,151,True
112,186,176,True
224,129,25,False
189,227,188,True
142,182,168,True
57,175,232,False
92,67,184,False
205,234,191,True
68,100,86,True
202,214,148,True
228,43,242,False
56,195,160,True
133,133,237,False
64,67,250,False
69,221,80,True
247,187,210,False
117,47,20,False
247,112,183,False
245,240,209,False
220,179,253,False
54,171,204,False
238,13,139,False
19,163,31,True
24,179,117,True
161,159,41,False
155,162,122,True
56,24,140,False
192,219,166,True
169,51,58,False
152,34,202,False
226,42,74,False
162,150,106,False
118,148,244,False
173,211,116,True
68,43,179,False
159,94,179,False
228,146,90,False
253,226,123,False
221,218,11,False
93,148,156,False
141,127,86,False
96,29,21,False
93,79,152,False
232,231,72,False
235,223,180,False
68,238,225,True
61,36,117,False
162,47,120,False
234,197,125,False
212,72,127,False
135,194,134,True
207,6,249,False
133,111,155,False
15,187,11,True
30,41,153,False
138,11,57,False
245,88,134,False
227,133,50,False
98,153,118,True
143,89,221,False
166,82,221,False
151,248,105,True
69,209,158,True
58,178,150,True
207,59,184,False
224,219,174,False
105,203,232,False
127,5,193,False
90,192,96,True
113,142,252,False
15,228,205,True
71,221,114,True
40,152,87,True
196,95,31,False
168,194,133,True
22,138,70,True
65,156,160,False
58,107,169,False
199,176,39,False
211,100,55,False
21,79,239,False
149,3,103,False
84,160,110,True
178,95,22,False
143,11,61,False
112,7,213,False
71,173,18,True
46,124,194,False
135,165,68,True
10,233,136,True
98,226,113,True
231,43,50,False
205,27,93,False
64,165,242,False
189,251,70,True
83,15,46,False
229,218,247,False
213,204,132,False
220,135,217,False
35,125,104,True
171,200,54,True
56,206,130,True
217,236,133,True
144,251,74,True
17,212,24,True
61,142,56,True
76,132,136,False
211,4,15,False
29,59,63,False
168,60,84,False
87,162,125,True
188,20,92,False
116,206,106,True
237,243,86,True
142,40,137,False
187,170,70,False
61,191,166,True
208,119,86,False
239,159,30,False
124,243,31,True
193,143,232,False
114,101,241,False
171,214,180,True
145,41,162,False
60,77,94,False
143,252,56,True
159,209,92,True
112,58,215,False
160,243,208,True
147,253,241,True
149,132,46,False
90,64,90,False
71,17,44,False
123,224,143,True
145,169,25,True
59,100,80,True
142,81,193,False
19,75,235,False
147,119,208,False
184,92,135,False
163,197,27,True
105,150,153,False
83,129,25,True
125,152,65,True
68,199,200,False
46,121,239,False
203,197,213,False
41,153,69,True
120,11,104,False
245,109,112,False
117,188,202,False
47,71,17,True
219,61,122,False
14,75,155,False
86,24,246,False
200,174,224,False
233,227,180,False
144,142,251,False
198,96,72,False
245,146,132,False
77,46,195,False
71,0,41,False
89,248,53,True
75,223,125,True
102,245,221,True
167,200,190,True
146,134,254,False
176,4,181,False
209,27,156,False
127,183,104,True
173,122,249,False
201,38,117,False
73,205,148,True
235,196,245,False
18,1,6,False
189,166,15,False
54,199,174,True
20,242,163,True
30,179,213,False
161,228,143,True
227,178,141,False
134,237,149,True
239,20,133,False
150,244,40,True
3,191,43,True
118,208,147,True
54,184,66,True
211,114,77,False
97,220,100,True
60,191,47,True
44,240,159,True
246,207,133,False
191,204,24,True
64,59,118,False
108,197,245,False
233,189,155,False
181,113,26,False
21,185,255,False
100,191,219,False
36,221,187,True
92,188,31,True
26,97,43,True
125,237,129,True
89,143,245,False
220,247,227,True
137,250,192,True
94,127,240,False
158,98,175,False
124,40,245,False
8,111,254,False
150,50,27,False
124,112,100,False
189,22,152,False
239,137,225,False
205,125,102,False
203,90,1,False
252,211,105,False
101,225,189,True
179,155,213,False
183,173,81,False
57,124,90,True
